6.578059e+00	1	8.309168e-05	659524895	5.586351e-08	5.485414e-05	2542835646	5.485414e-05	0	
7.493309e+01	1	1.275592e-04	276262414	3.072493e-07	1.181797e-04	1134175585	5.485414e-05	0	
8.923017e+01	0	6.745821e-05	3129006749	2.793176e-08	5.485414e-05	905418128	5.485414e-05	0	
9.421439e+01	1	8.944424e-05	3384709749	5.586351e-08	5.485414e-05	3938221642	5.485414e-05	0	
1.254380e+02	1	2.579508e-05	1134132465	5.586351e-08	5.485414e-05	717226258	5.485414e-05	0	
1.352011e+02	2	1.839389e-05	343742982	4.790349e-08	5.485414e-05	3747246174	5.485414e-05	3687573659	7.960025e-09	1	
2.890685e+02	1	2.040295e-04	276262414	5.865669e-07	1.219945e-04	4080189872	1.181797e-04	1	
5.005958e+02	2	3.437667e-05	865537991	4.739434e-08	5.485414e-05	3150420704	5.485414e-05	3196256300	8.469170e-09	2	
5.128660e+02	1	1.234061e-04	1119993136	3.072493e-07	1.181797e-04	1584276479	5.485414e-05	2	
5.638470e+02	1	1.831788e-04	276262414	6.144986e-07	1.513384e-04	3228084226	5.485414e-05	2	
5.913231e+02	1	5.545917e-05	3037779432	5.586351e-08	5.485414e-05	582973675	5.485414e-05	2	
6.021014e+02	1	1.291263e-04	3471981902	3.072493e-07	1.181797e-04	1503861029	5.485414e-05	2	
6.433220e+02	1	1.187416e-04	343742982	7.583525e-08	6.565972e-05	811613008	5.485414e-05	2	
6.597995e+02	1	1.910591e-04	1119993136	5.865669e-07	1.219945e-04	416783067	1.181797e-04	2	
7.202821e+02	1	1.501664e-04	2759854154	3.072493e-07	1.181797e-04	333964007	5.485414e-05	2	
7.228376e+02	1	1.530727e-04	2759854154	3.830846e-07	1.219945e-04	343742982	7.652448e-05	2	
7.554057e+02	1	1.662234e-04	3865200818	3.072493e-07	1.181797e-04	3015378843	5.485414e-05	2	
8.613545e+02	1	8.596450e-05	4231632140	5.586351e-08	5.485414e-05	2038493855	5.485414e-05	2	
8.840538e+02	1	1.304309e-04	3865200818	3.631128e-07	1.219945e-04	3037779432	6.911189e-05	2	
9.109562e+02	1	2.010464e-05	2759854154	4.110163e-07	1.313031e-04	2046083849	5.485414e-05	2	
9.536070e+02	1	1.659353e-04	4126262021	5.586351e-07	1.181797e-04	858471941	1.181797e-04	2	
1.018777e+03	2	6.510013e-05	1134132465	6.614603e-08	6.911189e-05	314650893	5.485414e-05	848448836	8.824619e-09	2211003714	8.824619e-09	4	
1.136940e+03	1	1.087491e-04	1909946179	3.072493e-07	1.181797e-04	3953846011	5.485414e-05	4	
1.236148e+03	1	7.529101e-05	3357643131	5.586351e-08	5.485414e-05	2737363250	5.485414e-05	4	
1.255111e+03	1	5.849886e-05	3357643131	8.379527e-08	6.911189e-05	916523109	5.485414e-05	4	
1.311352e+03	1	1.224846e-04	659524895	8.379527e-08	6.911189e-05	3421887303	5.485414e-05	4	
1.318646e+03	1	1.426664e-04	2759854154	4.389481e-07	1.344197e-04	3891448235	5.485414e-05	4	
1.395045e+03	1	8.931436e-05	2759854154	5.050941e-07	1.373982e-04	1134132465	7.311581e-05	4	
1.481898e+03	1	1.399802e-04	3471981902	3.351811e-07	1.219945e-04	4046076794	5.485414e-05	4	
1.490287e+03	1	4.129373e-05	3616865126	5.586351e-08	5.485414e-05	4263717482	5.485414e-05	4	
1.517769e+03	2	4.585918e-05	3384709749	7.101670e-08	6.911189e-05	90391199	5.485414e-05	2916276788	1.277857e-08	5	
1.758278e+03	1	7.664541e-05	276262414	6.424304e-07	1.537035e-04	2074240873	5.485414e-05	5	
2.255078e+03	1	1.507298e-04	4143790437	3.072493e-07	1.181797e-04	1434594601	5.485414e-05	5	
2.333742e+03	1	2.099072e-04	4143790437	5.865669e-07	1.219945e-04	2023909660	1.181797e-04	5	
2.680721e+03	1	8.792014e-05	870896792	3.072493e-07	1.181797e-04	728028737	5.485414e-05	5	
2.815034e+03	1	7.949485e-05	1498734392	5.586351e-08	5.485414e-05	3382444416	5.485414e-05	5	
2.905982e+03	1	1.204639e-04	3384709749	9.894845e-08	7.486810e-05	4252347608	5.485414e-05	5	
2.941269e+03	1	8.213282e-05	2729381062	5.586351e-08	5.485414e-05	3481866093	5.485414e-05	5	
3.255232e+03	1	1.107743e-04	3616865126	8.379527e-08	6.911189e-05	245436729	5.485414e-05	5	
3.572111e+03	1	9.288675e-05	1236021306	4.071033e-08	5.485414e-05	2916276788	4.226726e-05	5	
3.984366e+03	1	1.194437e-04	2759854154	5.330259e-07	1.439795e-04	4188445920	5.485414e-05	5	
